"Geneid","Chr","Start","End","Strand","Length","conA_rep1_sorted.bam","conA_rep2_sorted.bam","conB_rep1_sorted.bam","conB_rep2_sorted.bam","WT1_rpm","WT2_rpm","WT3_rpm","WT4_rpm","Matched_Gene","RPKM_WT1","RPKM_WT2","RPKM_WT3","RPKM_WT4"
"YBL069W","NC_001134.8","90741","92030","+",1290,54,24,33,57,75.0178167314737,29.4644830210917,52.2031302895217,63.2397385203233,1.289,58.1984613898167,22.8584042056568,40.4989373851992,49.06108496534
"YBL068W","NC_001134.8","92414","93394","+",981,24,41,48,80,33.341251880655,50.3351584943649,75.931825875668,88.7575277478221,0.98,34.0216855925051,51.362406626903,77.4814549751714,90.5689058651246
"YBL067C","NC_001134.8","93639","95882","-",2244,45,54,43,69,62.5148472762281,66.2950867974562,68.0222606802859,76.5533676824966,2.243,27.8710866144575,29.5564363787143,30.3264648596905,34.1299008838594
"YBL066C","NC_001134.8","96669","100115","-",3447,108,78,57,51,150.035633462947,95.7595698185479,90.1690432273557,56.5829239392366,3.446,43.5390694901182,27.7886157337632,26.1662922888438,16.4198850665225
"YBL064C","NC_001134.8","100371","101156","-",786,359,248,110,128,498.729559381464,304.46632455128,174.010434298406,142.012044396515,0.785,635.324279466833,387.855190511185,221.669343055294,180.907062925497
"YBL063W","NC_001134.8","101886","105221","+",3336,50,25,26,34,69.4609414180312,30.6921698136371,41.1297390159868,37.7219492928244,3.335,20.8278684911638,9.20304941938145,12.3327553271325,11.3109293231857
"YBL061C","NC_001134.8","105316","107406","-",2091,68,76,76,131,94.4668803285225,93.3041962334569,120.225390969808,145.340451687059,2.09,45.1994642720203,44.6431560925631,57.5241105118697,69.5408859746692
"YBL060W","NC_001134.8","107932","109995","+",2064,34,25,23,37,47.2334401642612,30.6921698136371,36.3839998987576,41.0503565833677,2.063,22.8955114708004,14.8774453774295,17.6364517201927,19.8983793423983
"YBL059C-A","NC_001134.8;NC_001134.8","110125;110506","110420;110539","-;-",330,21,18,8,16,29.1735953955731,22.0983622658187,12.6553043126113,17.7515055495644,0.414,70.4676217284375,53.3776866324124,30.5683679048583,42.8780327284165
"YBL059W","NC_001134.8;NC_001134.8","110594;110949","110879;111244","+;+",582,13,12,7,13,18.0598447686881,14.7322415105458,11.0733912735349,14.4230982590211,0.65,27.7843765672125,22.6649869393013,17.0359865746691,22.1893819369555
"YBL058W","NC_001134.8","111437","112708","+",1272,218,256,145,173,302.849704582616,314.287818891644,229.37739066608,191.938153754665,1.271,238.276714856504,247.276018010735,180.470016259701,151.013496266456
"YBL057C","NC_001134.8","112801","113427","-",627,40,49,37,53,55.568753134425,60.1566528347288,58.5307824458274,58.8018621329322,0.626,88.767976253075,96.0968895123463,93.4996524693728,93.9326871133101
"YBL056W","NC_001134.8","113762","115168","+",1407,246,250,158,206,341.747831776714,306.921698136371,249.942260174074,228.550633950642,1.406,243.063891733082,218.294237650335,177.768321603182,162.553793706004
"YBL055C","NC_001134.8","115573","116829","-",1257,32,52,41,72,44.45500250754,63.8397132123653,64.8584346021331,79.8817749730399,1.256,35.3941102767038,50.8277971436029,51.6388810526537,63.6001393097451
"YBL054W","NC_001134.8","117589","119166","+",1578,14,8,18,54,19.4490635970487,9.82149434036389,28.4744347033755,59.9113312297799,1.577,12.3329509175959,6.22796090067463,18.0560778081011,37.9906983067723
"YBL052C","NC_001134.8","119379","121874","-",2496,49,49,41,62,68.0717225896706,60.1566528347288,64.8584346021331,68.7870840045621,2.495,27.2832555469622,24.1108828996909,25.9953645699932,27.5699735489227
"YBL051C","NC_001134.8","122753","124759","-",2007,106,139,81,136,147.257195806226,170.648464163823,128.13495616519,150.887797171298,2.006,73.4083727847588,85.0690250068906,63.8758505310018,75.2182438540865
"YBL050W","NC_001134.8;NC_001134.8","125125;125271","125154;126119","+;+",879,147,132,69,95,204.215167769012,162.054656616004,109.151999696273,105.399564200539,0.994,205.447854898402,163.032853738435,109.810864885586,106.035778873781
"YBL049W","NC_001134.8","126828","127244","+",417,49,14,6,7,68.0717225896706,17.1876150956368,9.4914782344585,7.76628367793443,0.416,163.633948532862,41.3163824414346,22.8160534482175,18.6689511488809
"YBL048W","NC_001134.8","127299","127610","+",312,18,4,2,5,25.0059389104912,4.91074717018194,3.16382607815283,5.54734548423888,0.311,80.4049482652451,15.7901838269516,10.1730742062792,17.8371237435334
"YBL047C","NC_001134.8","127895","132040","-",4146,488,415,265,410,677.938788239985,509.490018906377,419.20695535525,454.882329707588,4.145,163.555799334134,122.916771750634,101.135574271472,109.742419712325
"YBL046W","NC_001134.8","132424","133749","+",1326,46,46,46,74,63.9040661045887,56.4735924570923,72.7679997975151,82.1007131667354,1.325,48.2294838525198,42.6215792128999,54.9192451302001,61.962802389989
"YBL045C","NC_001134.8","134143","135516","-",1374,855,790,571,665,1187.78209824833,969.872566110934,903.272345312634,737.796949403771,1.373,865.099853057781,706.389341668561,657.882261698932,537.361215880387
"YBL044W","NC_001134.8","135998","136366","+",369,1,0,1,0,1.38921882836062,0,1.58191303907642,0,0.368,3.77505116402344,0,4.2986767366207,0
"YBL043W","NC_001134.8","136688","137461","+",774,17,8,11,3,23.6167200821306,9.82149434036389,17.4010434298406,3.32840729054333,0.773,30.5520311541146,12.7056847870167,22.5110523025104,4.30583090626563
"YBL042C","NC_001134.8","138341","140260","-",1920,31,25,83,118,43.0657836791794,30.6921698136371,131.298782243343,130.917353428038,1.919,22.4417840954556,15.9938352337869,68.4204180528101,68.221653688399
"YBL041W","NC_001134.8","141247","141972","+",726,205,217,104,187,284.789859813928,266.40803398237,164.518956063947,207.470721110534,0.725,392.813599743349,367.459357217063,226.922698019238,286.166511876599
"YBL040C","NC_001134.8;NC_001134.8","142112;142847","142749;142868","-;-",660,56,83,59,76,77.796254388195,101.898003781275,93.3328693055085,84.319651360431,0.756,102.905098397083,134.785719287401,123.456176330038,111.53393037094
"YBL039W-B","NC_001134.8","143393","143572","+",180,13,10,10,9,18.0598447686881,12.2768679254549,15.8191303907642,9.98522187162999,0.179,100.892987534571,68.58585433215,88.3750301160009,55.7833624113407
"YBL039C","NC_001134.8","143989","145728","-",1740,28,40,81,176,38.8981271940975,49.1074717018194,128.13495616519,195.266561045209,1.739,22.3681007441619,28.2389141471072,73.6831260294363,112.286694103053
"YBL038W","NC_001134.8","146187","146885","+",699,56,54,33,44,77.796254388195,66.2950867974562,52.2031302895217,48.8166402613022,0.698,111.455951845552,94.9786343803098,74.7895849420082,69.9378800305189
"YBL037W","NC_001134.8","147209","150286","+",3078,59,76,46,59,81.9639108732768,93.3041962334569,72.7679997975151,65.4586767140188,3.077,26.6376050936876,30.323105698231,23.6490087089747,21.2735380936038
"YBL036C","NC_001134.8","150447","151220","-",774,49,54,52,75,68.0717225896706,66.2950867974562,82.2594780319736,83.2101822635832,0.773,88.0617368559775,85.7633723123625,106.415883611868,107.645772656641
"YBL035C","NC_001134.8","151493","153610","-",2118,26,15,29,33,36.1196895373762,18.4153018881823,45.8754781332161,36.6124801959766,2.117,17.0617333667342,8.6987727388674,21.6700416311838,17.2945111931869
"YBL034C","NC_001134.8","153848","158389","-",4542,41,30,38,48,56.9579719627856,36.8306037763646,60.1126954849038,53.2545166486933,4.541,12.5430460169094,8.11068129847271,13.2377660173759,11.7274865995801
"YBL033C","NC_001134.8","158656","159693","-",1038,79,127,67,105,109.748287440489,155.916222653277,105.98817361812,116.494255169017,1.037,105.83248547781,150.353155885513,102.20653193647,112.337758118627
"YBL032W","NC_001134.8","160184","161329","+",1146,136,77,98,118,188.933760657045,94.5318830260024,155.027477829489,130.917353428038,1.145,165.00765122886,82.5605965292597,135.395177143658,114.338299937151
"YBL031W","NC_001134.8","161699","162715","+",1017,7,4,9,14,9.72453179852437,4.91074717018194,14.2372173516877,15.5325673558689,1.016,9.57138956547674,4.83341256907672,14.0130092044171,15.2879599959339
"YBL030C","NC_001134.8","163041","163997","-",957,1290,1243,840,1171,1792.09228858521,1526.01468313404,1328.80695282419,1299.18831240875,0.956,1874.57352362469,1596.24966855025,1389.96543182447,1358.98359038572
"YBL029C-A","NC_001134.8","164488","164772","-",285,80,63,46,70,111.13750626885,77.3442679303656,72.7679997975151,77.6628367793443,0.284,391.329247425528,272.338971585794,256.225351399701,273.460692885015
"YBL029W","NC_001134.8","166134","167264","+",1131,32,39,36,65,44.45500250754,47.8797849092739,56.948869406751,72.1154912951055,1.13,39.3407101836637,42.3714910701539,50.3972295634964,63.8190188452261
"YBL028C","NC_001134.8","167518","167838","-",321,5,10,11,29,6.94609414180312,12.2768679254549,17.4010434298406,32.1746038085855,0.32,21.7065441931348,38.3652122670464,54.3782607182518,100.54563690183
"YBL027W","NC_001134.8;NC_001134.8","168423;168809","168424;169376","+;+",570,393,857,1344,2022,545.962999545725,1052.12758121148,2126.0911245187,2243.3465138262,0.953,572.888771821328,1104.01634964479,2230.94556612666,2353.98375007996
"YBL026W","NC_001134.8;NC_001134.8","170623;170805","170676;171038","+;+",288,35,30,27,38,48.6226589926219,36.8306037763646,42.7116520550632,42.1598256802155,0.415,117.163033717161,88.7484428346134,102.919643506176,101.58994139811
"YBL025W","NC_001134.8","171481","171918","+",438,12,8,11,15,16.6706259403275,9.82149434036389,17.4010434298406,16.6420364527166,0.437,38.1478854469737,22.4748154241737,39.8193213497496,38.0824632785278
"YBL024W","NC_001134.8","172534","174588","+",2055,28,55,79,144,38.8981271940975,67.5227735900017,124.971130087037,159.76354994608,2.054,18.9377444956658,32.8737943476153,60.8428091952468,77.7816698861148
"YBL023C","NC_001134.8","174920","177526","-",2607,27,27,26,53,37.5089083657369,33.1475433987281,41.1297390159868,58.8018621329322,2.606,14.3932879377348,12.7197019949072,15.7827087551753,22.5640299819387
"YBL022C","NC_001134.8","177874","181275","-",3402,323,305,145,208,448.717681560482,374.444471726373,229.37739066608,230.769572144337,3.401,131.936983699054,110.098345112136,67.4441019306323,67.8534466757828
"YBL021C","NC_001134.8","181660","182094","-",435,18,19,12,20,25.0059389104912,23.3260490583642,18.982956468917,22.1893819369555,0.434,57.6173707615006,53.7466568165074,43.7395310343709,51.1276081496671
"YBL020W","NC_001134.8","182401","184125","+",1725,56,41,46,81,77.796254388195,50.3351584943649,72.7679997975151,89.8669968446699,1.724,45.1254375801595,29.1967276649448,42.2088165878858,52.1270283321751
"YBL019W","NC_001134.8","184353","185915","+",1563,33,34,25,34,45.8442213359006,41.7413509465465,39.5478259769104,37.7219492928244,1.562,29.3496935569146,26.7230159709005,25.3187106126187,24.1497754755598
"YBL018C","NC_001134.8;NC_001134.8","185998;186428","186352;186474","-;-",402,14,18,10,11,19.4490635970487,22.0983622658187,15.8191303907642,12.2041600653255,0.476,40.8593773047242,46.4251308105436,33.2334672074877,25.6389917338772
"YBL017C","NC_001134.8","186844","191583","-",4740,242,224,164,245,336.190956463271,275.001841530189,259.433738408532,271.819928727705,4.739,70.9413286480842,58.0295086579846,54.7444056570019,57.3580773850401
"YBL016W","NC_001134.8","192451","193512","+",1062,40,42,50,65,55.568753134425,51.5628452869104,79.0956519538208,72.1154912951055,1.061,52.3739426337653,48.5983461705093,74.5482110780592,67.9693603158393
"YBL015W","NC_001134.8","194122","195702","+",1581,681,460,177,225,946.058022113585,564.735924570923,279.998607916526,249.63054679075,1.58,598.770900071889,357.427800361344,177.214308807928,157.994016956171
"YNCB0004W","NC_001134.8","197494","197567","+",74,0,0,0,0,0,0,0,0,0.073,0,0,0,0
"YNCB0005C","NC_001134.8","197629","197699","-",71,0,0,0,0,0,0,0,0,0.07,0,0,0,0
"YBL014C","NC_001134.8","199064","201748","-",2685,27,22,23,38,37.5089083657369,27.0091094360007,36.3839998987576,42.1598256802155,2.684,13.9750031168915,10.0630064962745,13.5558866984939,15.7078337109596
"YBL013W","NC_001134.8","202056","203261","+",1206,7,13,5,7,9.72453179852437,15.9599283030913,7.90956519538208,7.76628367793443,1.205,8.07015087014471,13.244753778499,6.56395451898928,6.44504869538127
"YBL011W","NC_001134.8","203538","205817","+",2280,154,158,120,139,213.939699567536,193.974513222187,189.82956468917,154.216204461841,2.279,93.8743745359966,85.1138715323329,83.2951139487362,67.6683652750509
"YBL010C","NC_001134.8","206107","206949","-",843,30,18,12,20,41.6765648508187,22.0983622658187,18.982956468917,22.1893819369555,0.842,49.4971078988346,26.2450858263881,22.5450789417066,26.3531851982845
"YBL009W","NC_001134.8","207194","209224","+",2031,39,36,37,50,54.1795343060644,44.1967245316375,58.5307824458274,55.4734548423888,2.03,26.6894257665342,21.7717854835653,28.8328977565652,27.3268250455117
"YBL008W-A","NC_001134.8","209409","209648","+",240,0,0,0,0,0,0,0,0,0.239,0,0,0,0
"YBL008W","NC_001134.8","209653","212175","+",2523,37,31,19,21,51.4010966493431,38.0582905689101,30.0563477424519,23.2988510338033,2.522,20.3810851107625,15.0905196546035,11.9176636568009,9.23824386748743
"YBL007C","NC_001134.8","212632","216366","-",3735,426,402,269,364,591.807220881626,493.530090603285,425.534607511556,403.846751252591,3.734,158.491489255926,132.171957847693,113.96213377385,108.15392374199
"YBL006C","NC_001134.8","216587","217129","-",543,35,53,42,37,48.6226589926219,65.0674000049107,66.4403476412095,41.0503565833677,0.542,89.7097029384167,120.050553514595,122.583667234704,75.7386652829663
"YBL005W","NC_001134.8","217470","220400","+",2931,37,28,30,41,51.4010966493431,34.3752301912736,47.4573911722925,45.4882329707588,2.93,17.5430363990932,11.7321604748374,16.1970618335469,15.5249941879723
"YBL005W-B","NC_001134.8","221330","226598","+",5269,91,215,113,151,126.418913380817,263.952660397279,178.756173415635,167.529833624014,5.268,23.9975158277936,50.1049089592406,33.9324550902876,31.8014110903596
"YBL005W-A","NC_001134.8","221330","222652","+",1323,0,0,0,0,0,0,0,0,1.322,0,0,0,0
"YNCB0006W","NC_001134.8","227075","227156","+",82,0,0,0,0,0,0,0,0,0.081,0,0,0,0
"YBL004W","NC_001134.8","227636","235117","+",7482,56,39,67,132,77.796254388195,47.8797849092739,105.98817361812,146.449920783906,7.481,10.3991785039694,6.40018512354952,14.167647856987,19.5762492693365
"YBL003C","NC_001134.8","235394","235792","-",399,248,274,219,320,344.526269433435,336.386181157463,346.438955557735,355.030110991288,0.398,865.643893048831,845.191409943375,870.449637079736,892.035454751981
"YBL002W","NC_001134.8","236492","236887","+",396,238,146,129,213,330.634081149829,179.242271711641,204.066782040858,236.316917628576,0.395,837.048306708427,453.777903067445,516.624764660399,598.2706775407
"YBL001C","NC_001134.8","237153","237467","-",315,72,104,61,65,100.023755641965,127.679426424731,96.4966953836614,72.1154912951055,0.314,318.546992490334,406.622377148823,307.314316508476,229.667169729635
"YBR001C","NC_001134.8","238941","241283","-",2343,68,68,59,78,94.4668803285225,83.482701893093,93.3328693055085,86.5385895541266,2.342,40.3359864767389,35.6459017476913,39.8517802329242,36.9507214150839
"YBR002C","NC_001134.8","241708","242568","-",861,28,22,25,39,38.8981271940975,27.0091094360007,39.5478259769104,43.2692947770633,0.86,45.2303804582529,31.405941204652,45.9858441591981,50.3131334617015
"YBR003W","NC_001134.8","242809","244230","+",1422,108,105,60,61,150.035633462947,128.907113217276,94.9147823445849,67.6776149077144,1.421,105.584541493981,90.7157728481886,66.7943577372167,47.6267522221776
"YBR004C","NC_001134.8","244366","245667","-",1302,21,27,19,36,29.1735953955731,33.1475433987281,30.0563477424519,39.9408874865199,1.301,22.4239780135074,25.4785114517511,23.1024963431606,30.7001441095465
"YBR005W","NC_001134.8","245906","246547","+",642,27,39,41,49,37.5089083657369,47.8797849092739,64.8584346021331,54.363985745541,0.641,58.5162377000575,74.6954522765584,101.18320530754,84.8112102114525
"YBR006W","NC_001134.8","247010","248503","+",1494,124,123,55,69,172.263134716717,151.005475483095,87.0052171492029,76.5533676824966,1.493,115.380532295189,101.142314456192,58.2754301066329,51.2748611403192
"YBR007C","NC_001134.8","248806","251016","-",2211,32,23,29,41,44.45500250754,28.2367962285462,45.8754781332161,45.4882329707588,2.21,20.1153857500181,12.7768308726453,20.7581349019077,20.5829108464972
"YBR008C","NC_001134.8","252563","254209","-",1647,49,16,19,28,68.0717225896706,19.6429886807278,30.0563477424519,31.0651347117377,1.646,41.3558460447574,11.9337719810011,18.2602355664957,18.8731073582854
"YBR009C","NC_001134.8","255373","255684","-",312,438,263,219,336,608.477846821953,322.881626439463,346.438955557735,372.781616540853,0.311,1956.52040778763,1038.20458662207,1113.95162558757,1198.65471556544
"YBR010W","NC_001134.8","256331","256741","+",411,341,244,219,330,473.723620470973,299.555577381099,346.438955557735,366.124801959766,0.41,1155.42346456335,730.623359466094,844.973062335939,892.987321853088
"YBR011C","NC_001134.8","257112","257975","-",864,793,564,427,659,1101.65053088998,692.415350995654,675.47686768563,731.140134822685,0.863,1276.53595699881,802.335285047108,782.707842045921,847.207572216321
"YBR012W-B","NC_001134.8","259869","265140","+",5272,87,229,112,125,120.862038067374,281.140275492916,177.174260376559,138.683637105972,5.271,22.9296220958783,53.3371799455352,33.6130260627127,26.3106881248287
"YBR012W-A","NC_001134.8","259869","261191","+",1323,0,0,0,0,0,0,0,0,1.322,0,0,0,0
"YBR013C","NC_001134.8","265492","265881","-",390,13,4,4,3,18.0598447686881,4.91074717018194,6.32765215630566,3.32840729054333,0.389,46.4263361662934,12.6240287151207,16.2664579853616,8.55631694227077
"YNCB0007W","NC_001134.8","266378","266450","+",73,0,0,0,0,0,0,0,0,0.072,0,0,0,0
"YBR014C","NC_001134.8","266725","267336","-",612,55,39,19,52,76.4070355598343,47.8797849092739,30.0563477424519,57.6923930360844,0.611,125.052431358158,78.3629867582225,49.1920584982846,94.4229018593852
"YBR015C","NC_001134.8","267710","269503","-",1794,211,128,155,213,293.125172784092,157.143909445822,245.196521056844,236.316917628576,1.793,163.483085769153,87.6430058258908,136.752103210733,131.799730969647
