# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/ibab/Desktop/DIBYENDU/s3/RA/rnaseq/GCF_000146045.2_R64_genomic_copy.gtf" "-o" "gene_counts.txt" "conA_rep1_sorted.bam" "conA_rep2_sorted.bam" "conB_rep1_sorted.bam" "conB_rep2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	conA_rep1_sorted.bam	conA_rep2_sorted.bam	conB_rep1_sorted.bam	conB_rep2_sorted.bam
YBR170C	NC_001134.8	576344	578086	-	1743	126	110	69	91
YBR171W	NC_001134.8	578364	578984	+	621	50	46	41	51
YBR172C	NC_001134.8	579150	581372	-	2223	48	43	74	126
YBR173C	NC_001134.8	581726	582172	-	447	78	118	67	92
YBR175W	NC_001134.8	582408	583355	+	948	24	9	20	50
YBR176W	NC_001134.8	583720	584658	+	939	23	23	16	20
YBR177C	NC_001134.8	584807	586162	-	1356	493	379	252	326
YBR179C	NC_001134.8	586547	589114	-	2568	65	76	53	72
YBR180W	NC_001134.8	589741	591459	+	1719	2	1	5	2
YBR181C	NC_001134.8;NC_001134.8	591712;592769	592416;592774	-;-	711	371	816	1407	2026
YBR182C	NC_001134.8	593506	594864	-	1359	11	4	9	9
YBR182C-A	NC_001134.8	595361	595555	-	195	2	0	0	0
YBR183W	NC_001134.8	596115	597065	+	951	165	129	129	169
YBR184W	NC_001134.8	597363	598934	+	1572	9	1	3	6
YBR185C	NC_001134.8	599123	599959	-	837	38	49	21	24
YBR186W	NC_001134.8;NC_001134.8	600553;602217	602103;602360	+;+	1695	12	2	2	4
YBR187W	NC_001134.8	602634	603476	+	843	67	56	87	144
YBR188C	NC_001134.8	603685	604107	-	423	20	13	8	17
YBR189W	NC_001134.8;NC_001134.8	604508;604928	604514;605508	+;+	588	271	565	1243	2076
YBR191W	NC_001134.8;NC_001134.8	606270;606669	606280;607140	+;+	483	251	562	913	1326
YBR192W	NC_001134.8	607652	608785	+	1134	22	22	21	41
YBR193C	NC_001134.8	609082	609753	-	672	40	28	23	30
YBR194W	NC_001134.8	610038	610409	+	372	12	7	4	15
YBR195C	NC_001134.8	610614	611882	-	1269	22	12	14	23
YBR196C	NC_001134.8	612236	613900	-	1665	911	1595	856	1201
YBR196C-A	NC_001134.8	614024	614173	-	150	1	0	0	2
YBR196C-B	NC_001134.8	614526	614630	-	105	4	0	2	0
YBR197C	NC_001134.8	615203	615856	-	654	22	25	21	29
YBR198C	NC_001134.8	616127	618523	-	2397	87	90	98	124
YBR199W	NC_001134.8	618909	620303	+	1395	195	189	150	200
YBR200W	NC_001134.8	620872	622527	+	1656	59	62	48	59
YBR200W-A	NC_001134.8	622983	623147	+	165	0	0	0	0
YBR201W	NC_001134.8	623576	624211	+	636	24	38	17	22
YBR201C-A	NC_001134.8	624493	624696	-	204	2	4	2	6
YBR202W	NC_001134.8	625772	628309	+	2538	38	40	49	68
YBR203W	NC_001134.8	629168	631942	+	2775	104	89	99	96
YBR204C	NC_001134.8	632254	633381	-	1128	77	57	25	43
YBR205W	NC_001134.8	633622	634836	+	1215	87	98	73	119
YBR207W	NC_001134.8	635146	636543	+	1398	98	83	66	92
YBR208C	NC_001134.8	636703	642210	-	5508	199	818	80	107
YBR209W	NC_001134.8	642583	642900	+	318	5	3	1	1
YNCB0017C	NC_001134.8	643007	643078	-	72	3	0	0	1
YNCB0018W	NC_001134.8	645167	645238	+	72	0	0	0	0
YBR210W	NC_001134.8	645550	645978	+	429	13	15	19	21
YBR211C	NC_001134.8	646158	647132	-	975	22	21	26	29
YBR212W	NC_001134.8	647886	649904	+	2019	248	207	157	187
YBR213W	NC_001134.8	650368	651192	+	825	11	5	7	5
YBR214W	NC_001134.8	651415	652998	+	1584	424	436	222	290
YBR215W	NC_001134.8;NC_001134.8	653356;653453	653368;655317	+;+	1878	53	44	34	54
YBR216C	NC_001134.8	655576	657600	-	2025	68	59	42	65
YBR217W	NC_001134.8	657832	658392	+	561	15	4	5	8
YBR218C	NC_001134.8	658707	662249	-	3543	345	896	356	430
YBR219C	NC_001134.8;NC_001134.8	662499;663003	662581;663303	-;-	384	0	0	0	0
YBR220C	NC_001134.8	662995	664677	-	1683	41	31	34	69
YBR221C	NC_001134.8	665153	666253	-	1101	391	452	323	454
YBR221W-A	NC_001134.8	666538	666642	+	105	2	2	3	1
YBR222C	NC_001134.8	666720	668351	-	1632	101	102	61	80
YBR223C	NC_001134.8	668663	670297	-	1635	33	40	21	34
YBR225W	NC_001134.8	670627	673329	+	2703	68	51	51	73
YBR227C	NC_001134.8	673572	675134	-	1563	42	68	39	68
YBR228W	NC_001134.8	675313	676227	+	915	16	17	12	13
YBR229C	NC_001134.8	676357	679221	-	2865	84	92	69	75
YBR230C	NC_001134.8;NC_001134.8	679549;680040	679942;680050	-;-	405	223	188	124	142
YBR230W-A	NC_001134.8	680362	680562	+	201	14	17	17	10
YNCB0019C	NC_001134.8	680688	681862	-	1175	8	4	7	4
YBR231C	NC_001134.8	682179	683090	-	912	33	32	28	36
YBR233W	NC_001134.8	683428	684669	+	1242	44	36	37	41
YBR233W-A	NC_001134.8	684977	685261	+	285	7	6	7	14
YBR234C	NC_001134.8	685438	686592	-	1155	172	204	131	193
YBR235W	NC_001134.8	686901	690263	+	3363	98	78	53	76
YBR236C	NC_001134.8	690383	691693	-	1311	55	75	59	81
YBR237W	NC_001134.8	691969	694518	+	2550	82	39	36	66
YBR238C	NC_001134.8	695107	697302	-	2196	9	6	20	28
YBR239C	NC_001134.8	698354	699943	-	1590	16	9	12	16
YBR240C	NC_001134.8	700490	701842	-	1353	7	4	2	1
YBR241C	NC_001134.8	702589	704055	-	1467	94	68	27	55
YBR242W	NC_001134.8	704670	705386	+	717	39	30	37	72
YBR243C	NC_001134.8	705447	706793	-	1347	67	53	42	75
YBR244W	NC_001134.8	707528	708016	+	489	8	13	6	6
YBR245C	NC_001134.8	708150	711539	-	3390	113	95	91	126
YBR246W	NC_001134.8	711591	712754	+	1164	46	44	39	45
YBR247C	NC_001134.8	713004	714455	-	1452	27	14	28	54
YBR248C	NC_001134.8	714807	716465	-	1659	84	270	135	151
YBR249C	NC_001134.8	716882	717994	-	1113	76	746	167	311
YBR250W	NC_001134.8	719033	720604	+	1572	3	0	1	1
YBR251W	NC_001134.8	721390	722313	+	924	64	53	22	32
YBR252W	NC_001134.8	722611	723054	+	444	15	20	25	31
YBR253W	NC_001134.8	723270	723635	+	366	25	20	15	22
YBR254C	NC_001134.8	723736	724263	-	528	11	13	16	14
YBR255W	NC_001134.8	724456	726540	+	2085	53	46	30	73
YBR255C-A	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	22	25	20	19
YBR256C	NC_001134.8	727386	728102	-	717	77	247	66	97
YBR257W	NC_001134.8	728885	729724	+	840	16	16	12	10
YBR258C	NC_001134.8	729734	730162	-	429	3	7	4	9
YBR259W	NC_001134.8	730387	732453	+	2067	26	22	22	20
YBR260C	NC_001134.8	732639	734639	-	2001	55	58	44	52
YBR261C	NC_001134.8	734832	735530	-	699	39	63	35	60
YBR262C	NC_001134.8	735720	736040	-	321	34	48	18	27
YBR263W	NC_001134.8	736264	737736	+	1473	166	197	180	244
YBR264C	NC_001134.8	737770	738369	-	600	34	25	19	33
YBR265W	NC_001134.8	738582	739544	+	963	34	38	29	45
YBR267W	NC_001134.8	739841	741022	+	1182	8	4	10	24
YBR266C	NC_001134.8	739936	740388	-	453	0	0	0	0
YBR268W	NC_001134.8	741299	741616	+	318	21	15	8	18
YBR269C	NC_001134.8	742160	742576	-	417	88	81	34	59
YBR270C	NC_001134.8	742761	744398	-	1638	20	7	5	15
YBR271W	NC_001134.8	744852	746111	+	1260	22	8	11	33
YBR272C	NC_001134.8	746361	747803	-	1443	84	51	42	53
YBR273C	NC_001134.8	748061	749371	-	1311	127	105	65	118
YBR274W	NC_001134.8	749594	751177	+	1584	37	33	19	40
YBR275C	NC_001134.8	751356	757106	-	5751	55	47	54	76
YBR276C	NC_001134.8	757620	760043	-	2424	96	84	77	122
YBR278W	NC_001134.8	760294	760899	+	606	27	28	17	19
YBR279W	NC_001134.8	761257	762594	+	1338	92	113	76	118
YBR280C	NC_001134.8	762784	764697	-	1914	128	96	56	63
YBR281C	NC_001134.8	764970	767606	-	2637	60	42	40	57
YBR282W	NC_001134.8	768240	768680	+	441	29	40	30	31
YBR283C	NC_001134.8	768943	770415	-	1473	169	200	203	305
YBR284W	NC_001134.8	771239	773632	+	2394	23	16	14	27
YBR285W	NC_001134.8	773922	774356	+	435	42	32	9	8
YBR286W	NC_001134.8	774700	776313	+	1614	1260	1057	756	970
YBR287W	NC_001134.8	776571	777854	+	1284	231	226	153	244
YBR288C	NC_001134.8	778012	779463	-	1452	32	53	48	88
YBR289W	NC_001134.8	779667	782384	+	2718	60	50	53	64
YBR290W	NC_001134.8	782591	783556	+	966	79	84	57	76
YBR291C	NC_001134.8	783673	784572	-	900	70	30	26	43
YBR292C	NC_001134.8	784702	785073	-	372	1	0	0	3
YBR293W	NC_001134.8	787006	788430	+	1425	36	23	12	44
YBR294W	NC_001134.8	789235	791814	+	2580	214	8	16	34
YBR295W	NC_001134.8	792849	796499	+	3651	45	20	36	57
YBR296C	NC_001134.8	796798	798522	-	1725	8	55	41	57
YBR296C-A	NC_001134.8	800123	800242	-	120	1	0	0	1
YBR297W	NC_001134.8	800523	801929	+	1407	93	110	79	130
YBR298C	NC_001134.8	802631	804475	-	1845	825	447	314	444
YBR298C-A	NC_001134.8	805035	805256	-	222	0	1	0	0
YBR299W	NC_001134.8	805351	807105	+	1755	1539	997	384	669
YBR301W	NC_001134.8	809057	809419	+	363	0	0	0	1
YBR302C	NC_001134.8	810340	811479	-	1140	40	53	30	46
YCL075W	NC_001135.5	2126	2566	+	441	0	0	0	0
YCL074W	NC_001135.5	2824	3750	+	927	0	0	0	0
YCL073C	NC_001135.5	6479	8326	-	1848	2	2	1	1
YCL069W	NC_001135.5	9706	11082	+	1377	3	1	2	1
YCL068C	NC_001135.5	11503	12285	-	783	7	7	1	3
YCL067C	NC_001135.5	12386	13018	-	633	25	10	14	17
YCL066W	NC_001135.5	13282	13809	+	528	0	0	1	0
YCL064C	NC_001135.5	15798	16880	-	1083	11	35	12	32
YCL063W	NC_001135.5	17290	18561	+	1272	35	22	20	25
YCL061C	NC_001135.5	18816	22106	-	3291	32	49	54	63
YCL059C	NC_001135.5	22429	23379	-	951	37	40	73	108
YCL058C	NC_001135.5	23523	23981	-	459	1	1	5	5
YCL058W-A	NC_001135.5	23584	23925	+	342	0	0	0	0
YCL057C-A	NC_001135.5	24032	24325	-	294	77	96	41	51
YCL057W	NC_001135.5	24768	26906	+	2139	221	296	151	197
YCL056C	NC_001135.5	26925	27359	-	435	17	18	22	29
YCL055W	NC_001135.5	27929	28936	+	1008	25	28	24	25
YCL054W-A	NC_001135.5	30910	30996	+	87	4	1	1	2
YCL054W	NC_001135.5	31449	33974	+	2526	26	37	64	129
YCL052C	NC_001135.5	34143	35393	-	1251	127	128	102	127
YCL051W	NC_001135.5	35865	37616	+	1752	73	57	39	65
YCL050C	NC_001135.5	37836	38801	-	966	153	170	91	177
YCL049C	NC_001135.5	39786	40724	-	939	76	63	28	33
YCL048W-A	NC_001135.5	41488	41727	+	240	8	0	1	1
YCL048W	NC_001135.5	42165	43556	+	1392	4	1	0	2
YCL047C	NC_001135.5	43661	44437	-	777	31	31	16	18
YCL045C	NC_001135.5	44623	46905	-	2283	145	170	150	215
YCL044C	NC_001135.5	47111	48364	-	1254	58	53	27	44
YCL043C	NC_001135.5	48653	50221	-	1569	932	1003	540	822
YCL042W	NC_001135.5	50584	50943	+	360	3	4	3	1
YCL040W	NC_001135.5	50838	52340	+	1503	2810	2255	1202	1399
YCL039W	NC_001135.5	52645	54882	+	2238	117	86	42	62
YCL038C	NC_001135.5	54941	56527	-	1587	80	46	32	30
YCL037C	NC_001135.5	57374	58678	-	1305	3	6	10	32
YCL036W	NC_001135.5	59026	60726	+	1701	12	6	10	12
YCL035C	NC_001135.5	60841	61173	-	333	283	260	128	143
YCL034W	NC_001135.5	61658	62722	+	1065	199	137	101	155
YCL033C	NC_001135.5	62776	63282	-	507	54	47	16	21
YCL032W	NC_001135.5	63441	64481	+	1041	55	75	42	52
YCL031C	NC_001135.5	64675	65568	-	894	42	49	65	109
YCL030C	NC_001135.5	65934	68333	-	2400	391	2037	313	427
YCL029C	NC_001135.5	68599	69921	-	1323	38	30	40	48
YCL028W	NC_001135.5	70150	71367	+	1218	138	159	96	126
YCL027W	NC_001135.5	71803	73341	+	1539	8	9	6	5
YCL026C-B	NC_001135.5	73405	73986	-	582	36	29	22	25
YCL026C-A	NC_001135.5	74704	75285	-	582	2	3	1	0
YCL025C	NC_001135.5	76018	77919	-	1902	103	810	366	439
YCL024W	NC_001135.5	79162	82275	+	3114	24	25	34	49
YNCC0001C	NC_001135.5	82462	82533	-	72	0	0	0	0
YCL021W-A	NC_001135.5	83620	83997	+	378	3	5	5	5
YCL019W	NC_001135.5	85102	90415	+	5314	78	99	54	66
YCL020W	NC_001135.5	85102	86418	+	1317	0	0	0	0
YNCC0002W	NC_001135.5;NC_001135.5	90859;90929	90896;90972	+;+	82	1	0	0	0
YCL018W	NC_001135.5	91324	92418	+	1095	331	1288	441	734
YCL017C	NC_001135.5	92777	94270	-	1494	132	137	71	106
YCL016C	NC_001135.5	94621	95763	-	1143	17	15	20	36
YCL014W	NC_001135.5	96281	101191	+	4911	71	53	52	68
YCL012C	NC_001135.5;NC_001135.5	101317;101701	101633;101788	-;-	405	25	23	9	13
YCL011C	NC_001135.5	102075	103358	-	1284	173	151	158	248
YCL010C	NC_001135.5	103571	104350	-	780	65	40	40	68
YCL009C	NC_001135.5	104619	105548	-	930	180	722	150	219
YCL008C	NC_001135.5	105696	106853	-	1158	55	61	53	84
YCL005W-A	NC_001135.5;NC_001135.5;NC_001135.5	107023;107111;107288	107033;107191;107417	+;+;+	222	34	57	40	46
YNCC0003C	NC_001135.5	107504	107712	-	209	7	6	4	2
YCL005W	NC_001135.5	108021	108791	+	771	20	23	15	39
YCL004W	NC_001135.5	109105	110670	+	1566	28	29	25	32
YCL002C	NC_001135.5;NC_001135.5	110808;111634	111557;111675	-;-	792	23	17	13	34
YCL001W	NC_001135.5	111916	112482	+	567	55	67	46	74
YCL001W-A	NC_001135.5	113080	113541	+	462	3	2	0	0
YCL001W-B	NC_001135.5	113770	114024	+	255	0	3	2	2
YCR001W	NC_001135.5	115685	115999	+	315	2	0	0	6
YCR002C	NC_001135.5	117380	118348	-	969	117	121	73	128
YCR003W	NC_001135.5	118620	119171	+	552	27	32	13	15
YCR004C	NC_001135.5	119575	120318	-	744	425	472	230	274
YCR005C	NC_001135.5	120946	122328	-	1383	227	148	143	321
YCR006C	NC_001135.5	122530	123003	-	474	3	2	2	3
YNCC0004C	NC_001135.5	123577	123648	-	72	1	1	4	0
YCR007C	NC_001135.5	126011	126730	-	720	20	10	8	8
YNCC0005W	NC_001135.5	127716	127789	+	74	0	0	0	0
YCR008W	NC_001135.5	128470	130281	+	1812	108	103	91	115
YCR009C	NC_001135.5	130745	131542	-	798	158	157	96	145
YCR010C	NC_001135.5	132273	133124	-	852	11	2	4	2
YCR011C	NC_001135.5	133724	136873	-	3150	383	278	190	219
YCR012W	NC_001135.5	137746	138996	+	1251	4953	6489	2523	3566
YCR014C	NC_001135.5	139185	140933	-	1749	24	12	22	20
YCR015C	NC_001135.5	141217	142170	-	954	29	15	13	8
YNCC0006C	NC_001135.5	142364	142546	-	183	7	4	8	12
YNCC0007C	NC_001135.5	142701	142771	-	71	0	0	0	0
YCR016W	NC_001135.5	143634	144506	+	873	21	26	34	59
YCR017C	NC_001135.5	144773	147634	-	2862	205	210	148	182
YCR018C	NC_001135.5	148238	148903	-	666	18	24	13	19
YNCC0008W	NC_001135.5	149920	149991	+	72	0	0	0	0
YNCC0009C	NC_001135.5	151284	151356	-	73	0	0	0	0
YCR019W	NC_001135.5	152837	153928	+	1092	28	28	21	37
YCR020C	NC_001135.5	154012	154659	-	648	8	2	2	13
YCR020C-A	NC_001135.5	154830	155096	-	267	19	10	9	17
YCR020W-B	NC_001135.5	155320	155556	+	237	9	1	2	8
YCR021C	NC_001135.5	156109	157107	-	999	304	261	93	204
YCR022C	NC_001135.5	157421	157765	-	345	1	0	1	0
YCR023C	NC_001135.5	158538	160373	-	1836	89	52	28	63
YCR024C	NC_001135.5	160744	162222	-	1479	25	25	20	24
YCR024C-B	NC_001135.5	162599	162865	-	267	236	198	165	289
YCR024C-A	NC_001135.5	162945	163067	-	123	119	118	116	151
YCR025C	NC_001135.5	163446	163856	-	411	3	2	3	3
YCR026C	NC_001135.5	164111	166339	-	2229	82	65	54	80
YCR027C	NC_001135.5	167370	167999	-	630	16	14	21	22
YNCC0010C	NC_001135.5	168301	168372	-	72	0	0	0	0
YCR028C	NC_001135.5	170886	172424	-	1539	41	21	34	39
YCR028C-A	NC_001135.5;NC_001135.5	172950;173199	173115;173440	-;-	408	84	75	44	72
YCR030C	NC_001135.5	173826	176438	-	2613	239	231	162	205
YNCC0011W	NC_001135.5	177183	177282	+	100	0	0	0	0
YCR031C	NC_001135.5;NC_001135.5	177500;178214	177906;178220	-;-	414	408	746	1391	2014
YNCC0012C	NC_001135.5	178610	178798	-	189	1	0	1	2
YCR032W	NC_001135.5	179520	186023	+	6504	99	55	51	58
YCR033W	NC_001135.5	186489	190169	+	3681	138	101	101	156
YCR034W	NC_001135.5	190592	191635	+	1044	66	88	103	150
YCR035C	NC_001135.5	191834	193018	-	1185	53	61	56	78
YCR036W	NC_001135.5	193297	194298	+	1002	114	61	53	84
YCR037C	NC_001135.5	194414	197185	-	2772	66	51	59	79
YCR038C	NC_001135.5	197621	199549	-	1929	19	18	15	18
YCR039C	NC_001135.5	199546	200178	-	633	16	9	9	13
YCR040W	NC_001135.5	200442	200969	+	528	0	0	0	0
YCR041W	NC_001135.5	200911	201243	+	333	1	2	1	3
YCR042C	NC_001135.5	201174	205397	-	4224	97	102	82	112
YCR043C	NC_001135.5	206261	206644	-	384	21	22	32	33
YCR044C	NC_001135.5	206877	207950	-	1074	57	54	33	46
YCR045C	NC_001135.5	208135	209610	-	1476	31	9	19	27
YCR046C	NC_001135.5	209914	210423	-	510	54	40	26	34
YCR047C	NC_001135.5	210718	211545	-	828	21	9	43	74
YCR048W	NC_001135.5	211929	213761	+	1833	42	35	39	69
YCR050C	NC_001135.5	213464	213772	-	309	2	0	0	0
YCR051W	NC_001135.5	214071	214739	+	669	37	50	77	131
YCR052W	NC_001135.5	214994	216445	+	1452	52	68	51	92
YCR053W	NC_001135.5	216697	218241	+	1545	169	447	181	249
YCR054C	NC_001135.5	218376	220067	-	1692	21	13	12	19
YCR057C	NC_001135.5	220457	223228	-	2772	25	17	39	65
YCR059C	NC_001135.5	223454	224230	-	777	36	38	46	68
YCR060W	NC_001135.5	224399	224734	+	336	15	18	11	30
YCR061W	NC_001135.5	225563	227458	+	1896	73	59	39	54
YNCC0013W	NC_001135.5;NC_001135.5	227942;227998	227978;228042	+;+	82	0	0	1	0
YCR063W	NC_001135.5	228318	228791	+	474	2	1	5	6
YCR065W	NC_001135.5	229310	231004	+	1695	43	12	27	30
YCR066W	NC_001135.5	231500	232963	+	1464	17	20	14	23
YCR067C	NC_001135.5	233125	236322	-	3198	121	136	93	138
YCR068W	NC_001135.5	237214	238776	+	1563	68	49	38	45
YCR069W	NC_001135.5	239055	240011	+	957	132	134	47	84
YCR071C	NC_001135.5	240103	240543	-	441	25	41	20	26
YCR072C	NC_001135.5	240805	242352	-	1548	7	2	5	23
YCR073C	NC_001135.5	242588	246583	-	3996	48	30	28	34
YCR073W-A	NC_001135.5	246963	247910	+	948	135	139	88	89
YCR075C	NC_001135.5	248033	248815	-	783	30	10	11	17
YCR075W-A	NC_001135.5	248975	249202	+	228	15	10	11	8
YCR076C	NC_001135.5	249293	250045	-	753	49	32	22	35
YCR077C	NC_001135.5	250238	252628	-	2391	126	153	98	142
YCR079W	NC_001135.5	252845	254173	+	1329	53	41	29	31
YCR081W	NC_001135.5	254371	258654	+	4284	32	46	37	67
YCR082W	NC_001135.5	258883	259269	+	387	74	72	47	56
YCR083W	NC_001135.5	259578	259961	+	384	30	61	20	21
YCR084C	NC_001135.5	260311	262452	-	2142	256	211	181	280
YCR085W	NC_001135.5	262916	263269	+	354	1	0	0	1
YCR086W	NC_001135.5	263392	263964	+	573	19	12	11	22
YCR087C-A	NC_001135.5	264006	264467	-	462	13	21	27	43
YCR088W	NC_001135.5	265068	266846	+	1779	327	253	144	197
YCR089W	NC_001135.5	267434	272263	+	4830	47	22	22	27
YCR090C	NC_001135.5	272315	272863	-	549	25	36	41	56
YCR091W	NC_001135.5	274404	276566	+	2163	183	153	68	97
YCR092C	NC_001135.5	276764	279820	-	3057	41	29	25	57
YCR093W	NC_001135.5	280117	286443	+	6327	253	202	160	220
YCR094W	NC_001135.5	286762	287937	+	1176	43	39	30	40
YCR095C	NC_001135.5	288170	289258	-	1089	26	16	26	34
YCR095W-A	NC_001135.5	289639	289797	+	159	1	2	0	1
YCR096C	NC_001135.5	293179	293538	-	360	17	11	7	17
YCR097W	NC_001135.5;NC_001135.5;NC_001135.5	293835;293994;294292	293939;294239;294321	+;+;+	381	19	19	11	19
YNCC0014W	NC_001135.5	295484	295556	+	73	0	0	0	0
YCR098C	NC_001135.5	297049	298605	-	1557	8	6	9	6
YCR099C	NC_001135.5	300832	301299	-	468	16	6	6	18
YCR100C	NC_001135.5	301271	302221	-	951	13	13	7	14
YCR101C	NC_001135.5	302482	303030	-	549	5	5	7	10
YCR102C	NC_001135.5	304361	305467	-	1107	13	8	5	3
YCR104W	NC_001135.5	307801	308175	+	375	0	0	0	0
YCR105W	NC_001135.5	309070	310155	+	1086	0	0	0	0
YCR106W	NC_001135.5	310958	313456	+	2499	0	0	0	0
YCR107W	NC_001135.5	313890	314981	+	1092	2	1	0	5
YCR108C	NC_001135.5	315997	316188	-	192	0	0	0	1
YDL248W	NC_001136.10	1802	2953	+	1152	94	87	60	71
YDL247W	NC_001136.10	5985	7814	+	1830	11	12	12	16
YDL246C	NC_001136.10	8683	9756	-	1074	10	7	13	9
YDL245C	NC_001136.10	11657	13360	-	1704	24	10	8	9
YDL244W	NC_001136.10	16204	17226	+	1023	2	2	3	0
YDL243C	NC_001136.10	17577	18566	-	990	19	17	9	19
YDL242W	NC_001136.10	18959	19312	+	354	2	2	3	2
YDL241W	NC_001136.10	20635	21006	+	372	2	9	6	12
YDL240W	NC_001136.10	22823	25876	+	3054	21	14	26	19
YDL239C	NC_001136.10	26403	28775	-	2373	41	20	23	34
YDL238C	NC_001136.10	28985	30454	-	1470	63	40	31	33
YDL237W	NC_001136.10	30657	31829	+	1173	109	92	50	70
YDL236W	NC_001136.10	32296	33234	+	939	99	109	91	171
YDL235C	NC_001136.10	33415	33918	-	504	39	45	36	52
YDL234C	NC_001136.10	34237	36477	-	2241	178	184	96	111
YDL233W	NC_001136.10	36797	38173	+	1377	49	47	25	38
YDL232W	NC_001136.10	38487	38597	+	111	23	15	9	13
YDL231C	NC_001136.10	38867	42244	-	3378	101	52	59	89
YDL230W	NC_001136.10	42700	43707	+	1008	47	44	23	27
YDL229W	NC_001136.10	44065	45906	+	1842	570	1317	2146	3543
YDL227C	NC_001136.10	46271	48031	-	1761	6	20	29	50
YDL226C	NC_001136.10	51115	52173	-	1059	87	95	90	149
YDL225W	NC_001136.10	52445	54100	+	1656	82	89	69	97
YDL224C	NC_001136.10	54397	56346	-	1950	99	91	72	99
YDL223C	NC_001136.10	57265	60405	-	3141	91	46	40	42
YDL222C	NC_001136.10	60872	61801	-	930	124	73	26	12
YDL220C	NC_001136.10	62244	65018	-	2775	20	22	13	17
YDL219W	NC_001136.10;NC_001136.10	65242;65378	65306;65765	+;+	453	15	20	11	20
YDL218W	NC_001136.10	66493	67446	+	954	3	0	5	6
YDL217C	NC_001136.10	67983	68606	-	624	46	30	21	24
YDL216C	NC_001136.10	68997	70319	-	1323	34	18	17	30
YDL215C	NC_001136.10	70640	73918	-	3279	224	286	202	239
YDL214C	NC_001136.10	74446	76545	-	2100	49	12	25	22
YDL213C	NC_001136.10	77289	77966	-	678	41	69	82	121
YDL212W	NC_001136.10	78426	79058	+	633	89	92	76	124
YDL211C	NC_001136.10	79294	80412	-	1119	10	2	3	8
YNCD0001W	NC_001136.10	83548	83618	+	71	0	0	0	0
YDL210W	NC_001136.10	84270	85985	+	1716	9	7	4	5
YDL209C	NC_001136.10	86207	87226	-	1020	6	6	5	14
YDL208W	NC_001136.10	87512	87982	+	471	33	56	96	155
YDL207W	NC_001136.10	88248	89864	+	1617	73	69	65	73
YDL206W	NC_001136.10	90176	92464	+	2289	51	34	38	45
YDL205C	NC_001136.10	92762	93745	-	984	77	101	56	95
YDL204W	NC_001136.10	94605	95786	+	1182	401	320	89	102
YDL203C	NC_001136.10	96082	97953	-	1872	31	32	36	51
YDL202W	NC_001136.10	98475	99224	+	750	55	55	18	42
YDL201W	NC_001136.10	99561	100421	+	861	28	30	39	72
YDL200C	NC_001136.10	100501	101067	-	567	16	20	18	19
YDL199C	NC_001136.10	101290	103353	-	2064	69	48	40	31
YDL198C	NC_001136.10	103649	104551	-	903	56	301	32	52
YDL197C	NC_001136.10	104917	106494	-	1578	78	45	35	65
YDL195W	NC_001136.10	107208	111029	+	3822	478	426	344	496
YDL194W	NC_001136.10	111580	114234	+	2655	95	65	47	55
YDL193W	NC_001136.10	114672	115799	+	1128	71	60	36	57
YDL192W	NC_001136.10	116321	116866	+	546	185	267	254	357
YDL191W	NC_001136.10;NC_001136.10	117664;118158	117666;118517	+;+	363	156	350	550	827
YDL190C	NC_001136.10	118707	121592	-	2886	160	144	91	122
YDL189W	NC_001136.10	122216	123589	+	1374	41	54	45	62
YDL188C	NC_001136.10	123865	124998	-	1134	114	121	83	129
YDL186W	NC_001136.10	125616	126449	+	834	5	3	4	8
YDL185W	NC_001136.10	126787	130002	+	3216	807	793	572	773
YDL184C	NC_001136.10	130407	130484	-	78	58	135	203	236
YDL183C	NC_001136.10	130871	131833	-	963	41	20	9	27
YDL182W	NC_001136.10	133437	134723	+	1287	294	563	74	107
YDL181W	NC_001136.10	135179	135436	+	258	121	112	80	93
YDL180W	NC_001136.10	135896	137539	+	1644	35	39	27	51
YDL179W	NC_001136.10	138291	139205	+	915	31	42	20	29
YDL178W	NC_001136.10	139522	141114	+	1593	115	150	126	200
YDL177C	NC_001136.10	141209	141721	-	513	4	4	4	7
YDL176W	NC_001136.10	142097	144223	+	2127	50	15	17	34
YDL175C	NC_001136.10	144484	145518	-	1035	32	31	27	44
YDL174C	NC_001136.10	145826	147589	-	1764	637	717	483	732
YDL173W	NC_001136.10	148191	149078	+	888	82	131	88	132
YDL171C	NC_001136.10	149203	155640	-	6438	545	284	288	424
YDL170W	NC_001136.10	156318	157904	+	1587	69	31	28	34
YDL169C	NC_001136.10	158064	158735	-	672	51	39	7	14
YDL168W	NC_001136.10	159604	160764	+	1161	93	106	72	94
YDL167C	NC_001136.10	160995	163154	-	2160	10	10	15	40
YDL166C	NC_001136.10	163449	164042	-	594	17	24	20	24
YDL165W	NC_001136.10	164290	164865	+	576	34	29	26	38
YDL164C	NC_001136.10	164987	167254	-	2268	44	40	29	72
YDL161W	NC_001136.10	167714	169078	+	1365	116	112	72	113
YDL160C-A	NC_001136.10	169366	169608	-	243	10	13	10	23
YDL160C	NC_001136.10	170410	171930	-	1521	76	66	54	61
YDL159W-A	NC_001136.10	172182	172313	+	132	1	0	0	0
YDL159W	NC_001136.10	172481	174028	+	1548	55	52	37	39
YDL157C	NC_001136.10	174232	174588	-	357	17	24	36	33
